date,sector,avg_change_pct,avg_rsi,avg_adx,avg_macd_diff,breadth_sma20,breadth_sma50,breadth_sma200,total_fund_flow,avg_relative_volume,total_market_cap,composite_score,stock_count
2026-02-16,非エネルギー鉱物,0.6644,56.38,32.73,0.0,0.6703,0.8352,0.8791,707682.13,1.1102,136870801980.03645,63.37,91
2026-02-16,非耐久消費財,0.1174,58.63,29.23,0.0,0.7219,0.8128,0.7219,-279967.33,1.5497,357980217382.22156,57.54,187
2026-02-17,その他,-0.3408,34.15,19.48,0.0,0.0,0.0,0.5,-64.77,1.3552,63957254.014192,46.45,2
2026-02-17,エネルギー鉱物,0.3718,59.11,34.47,0.0,0.875,1.0,1.0,171621.92,0.7349,73075100076.091,66.26,8
2026-02-17,テクノロジーサービス,-0.4746,42.72,27.14,0.0,0.2597,0.3288,0.3406,46813.87,1.2419,383970783782.21606,44.53,593
2026-02-17,ヘルスケアサービス,0.1213,49.8,23.56,0.0,0.4167,0.5833,0.5278,10995.59,1.0808,4646512871.815408,50.71,36
2026-02-17,ヘルスケアテクノロジー,0.5069,55.52,29.63,0.0,0.6136,0.6742,0.6212,10116138.68,1.2675,488437563457.7755,55.98,132
2026-02-17,交通・輸送,0.0772,56.64,29.71,0.0,0.6607,0.7857,0.8571,71695.68,1.0331,230655594327.6052,60.73,112
2026-02-17,公益事業,0.9551,64.16,29.65,0.0,0.8438,0.8438,0.8125,753391.92,1.1139,120480685156.7426,62.61,32
2026-02-17,商業サービス,-0.087,47.91,26.54,0.0,0.3977,0.4669,0.4986,1228341.2,1.7121,119036521978.35939,49.95,347
2026-02-17,小売業,-0.0674,55.55,27.82,0.0,0.6511,0.7106,0.7149,-1699188.77,1.227,427582030483.5998,56.28,235
2026-02-17,政府,-1.0189,56.43,29.35,0.0,1.0,1.0,1.0,-1.02,0.1538,172568000.0,61.46,1
2026-02-17,流通サービス,0.4284,57.62,30.72,0.0,0.6886,0.7982,0.807,4033246.84,4.5354,455660671227.69037,60.74,228
2026-02-17,消費者サービス,-0.3606,53.27,27.57,0.0,0.569,0.6444,0.6611,-1230031.92,1.064,171378809749.92078,53.9,239
2026-02-17,生産財製造,0.4667,60.13,31.35,0.0,0.7514,0.8247,0.9094,3526732.55,1.0492,1347282060212.8757,63.71,519
2026-02-17,産業サービス,0.109,58.84,32.17,0.0,0.7134,0.8293,0.8963,8134003.77,1.27,169463445179.726,62.98,164
2026-02-17,素材産業,0.521,62.92,33.31,0.0,0.8031,0.8898,0.9134,1958729.34,1.014,511680665762.6256,64.63,254
2026-02-17,耐久消費財,0.5434,58.88,30.15,0.0,0.7273,0.7727,0.7727,4733156.12,1.5968,759808443052.8567,60.16,132
2026-02-17,通信,-0.3917,53.3,25.2,0.0,0.6522,0.6087,0.5652,-3828840.56,2.8167,401158342984.92377,50.93,23
2026-02-17,金融,-0.5499,56.25,32.16,0.0,0.6535,0.7244,0.8215,-6983811.24,0.9684,1550248289150.672,58.67,381
2026-02-17,電子テクノロジー,1.3182,60.66,29.79,0.0,0.7421,0.8009,0.8416,5989567.38,1.265,771212891361.6472,63.94,221
2026-02-17,非エネルギー鉱物,-0.317,55.54,32.4,0.0,0.6374,0.8352,0.8791,-405602.86,0.7564,136880076897.62912,60.69,91
2026-02-17,非耐久消費財,0.0735,57.56,29.48,0.0,0.7059,0.7861,0.7059,1164312.21,1.0273,354653757625.7543,57.02,187
2026-02-18,その他,0.4671,35.51,20.26,0.0,0.0,0.0,0.5,15.19,0.6013,63770990.988782,48.77,2
